n_amenageur;n_operateur;n_enseigne;ID_station;n_station;ad_station;code_insee;Xlongitude;Xlatitude;nbre_pdc;ID_pdc;puiss_max;type_prise;acces_recharge;accessibilité;observations;date_maj
Best Western le Lavarin;Best Western le Lavarin;TESLA Recharge à Destination;;Best Western le Lavarin;1715 Chemin du Lavarin, Avignon,  84000 France;84007;4.803733;43.922806;2;;14;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Best Western le Lavarin;Best Western le Lavarin;TESLA Recharge à Destination;;Best Western le Lavarin;1715 Chemin du Lavarin, Avignon,  84000 France;84007;4.803733;43.922806;2;;14;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Best Western Plus - Hôtel de la Paix;Best Western Plus - Hôtel de la Paix;TESLA Recharge à Destination;;Best Western Plus - Hôtel de la Paix;9 rue Buirette, Reims,  51100 France;51454;4.026053;49.254652;2;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Best Western Plus - Hôtel de la Paix;Best Western Plus - Hôtel de la Paix;TESLA Recharge à Destination;;Best Western Plus - Hôtel de la Paix;9 rue Buirette, Reims,  51100 France;51454;4.026053;49.254652;2;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Best Western Plus - Hôtel de la Régate;Best Western Plus - Hôtel de la Régate;TESLA Recharge à Destination;;Best Western Plus - Hôtel de la Régate;155 Route de Gachet, Nantes,  44300 France;44109;-1.525896;47.293614;2;;14;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Best Western Plus - Hôtel de la Régate;Best Western Plus - Hôtel de la Régate;TESLA Recharge à Destination;;Best Western Plus - Hôtel de la Régate;155 Route de Gachet, Nantes,  44300 France;44109;-1.525896;47.293614;2;;14;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Best Western Plus Cannes Riviera & spa;Best Western Plus Cannes Riviera & spa;TESLA Recharge à Destination;;Best Western Plus Cannes Riviera & spa;16 boulevard d'alsace, Cannes,  06400 France;6029;7.020644;43.55434;3;;17;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Best Western Plus Cannes Riviera & spa;Best Western Plus Cannes Riviera & spa;TESLA Recharge à Destination;;Best Western Plus Cannes Riviera & spa;16 boulevard d'alsace, Cannes,  06400 France;6029;7.020644;43.55434;3;;17;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Best Western Plus Cannes Riviera & spa;Best Western Plus Cannes Riviera & spa;TESLA Recharge à Destination;;Best Western Plus Cannes Riviera & spa;16 boulevard d'alsace, Cannes,  06400 France;6029;7.020644;43.55434;3;;17;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Best Western Plus Excelsior Chamonix;Best Western Plus Excelsior Chamonix;TESLA Recharge à Destination;;Best Western Plus Excelsior Chamonix;251 Chemin Saint Roch, Les Tines, Chamonix-Mont-Blanc,  74400 France;74056;6.901262;45.953504;3;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Best Western Plus Excelsior Chamonix;Best Western Plus Excelsior Chamonix;TESLA Recharge à Destination;;Best Western Plus Excelsior Chamonix;251 Chemin Saint Roch, Les Tines, Chamonix-Mont-Blanc,  74400 France;74056;6.901262;45.953504;3;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Best Western Plus Excelsior Chamonix;Best Western Plus Excelsior Chamonix;TESLA Recharge à Destination;;Best Western Plus Excelsior Chamonix;251 Chemin Saint Roch, Les Tines, Chamonix-Mont-Blanc,  74400 France;74056;6.901262;45.953504;3;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Best Western Plus Santa Maria;Best Western Plus Santa Maria;TESLA Recharge à Destination;;Best Western Plus Santa Maria;Avenue David Dary, L'Ile Rousse,  20220 France;2B010;8.934993;42.638154;2;;14;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Best Western Plus Santa Maria;Best Western Plus Santa Maria;TESLA Recharge à Destination;;Best Western Plus Santa Maria;Avenue David Dary, L'Ile Rousse,  20220 France;2B010;8.934993;42.638154;2;;14;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Brasserie des Eclusiers;Brasserie des Eclusiers;TESLA Recharge à Destination;;Brasserie des Eclusiers;Rue Vieille Cité, Henridorff,  57820 France;57427;7.226326;48.719247;3;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Brasserie des Eclusiers;Brasserie des Eclusiers;TESLA Recharge à Destination;;Brasserie des Eclusiers;Rue Vieille Cité, Henridorff,  57820 France;57427;7.226326;48.719247;3;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Brasserie des Eclusiers;Brasserie des Eclusiers;TESLA Recharge à Destination;;Brasserie des Eclusiers;Rue Vieille Cité, Henridorff,  57820 France;57427;7.226326;48.719247;3;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Buffalo Grill de Foix;Buffalo Grill de Foix;TESLA Recharge à Destination;;Buffalo Grill de Foix;ZI de Permilhac, Foix,  09000 France;9264;1.616457;43.005281;2;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Buffalo Grill de Foix;Buffalo Grill de Foix;TESLA Recharge à Destination;;Buffalo Grill de Foix;ZI de Permilhac, Foix,  09000 France;9264;1.616457;43.005281;2;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Caffe Mazzo;Caffe Mazzo;TESLA Recharge à Destination;;Caffe Mazzo;23 Rue de l'Eminee, Clermont-Ferrand,  63000 France;63113;3.140594;45.76137;2;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Caffe Mazzo;Caffe Mazzo;TESLA Recharge à Destination;;Caffe Mazzo;23 Rue de l'Eminee, Clermont-Ferrand,  63000 France;63113;3.140594;45.76137;2;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Camping BelleRive;Camping BelleRive;TESLA Recharge à Destination;;Camping BelleRive;Cour Antelme, Montfrin,  30490 France;30179;4.59014;43.87972;3;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Camping BelleRive;Camping BelleRive;TESLA Recharge à Destination;;Camping BelleRive;Cour Antelme, Montfrin,  30490 France;30179;4.59014;43.87972;3;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Camping BelleRive;Camping BelleRive;TESLA Recharge à Destination;;Camping BelleRive;Cour Antelme, Montfrin,  30490 France;30179;4.59014;43.87972;3;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Camping du Domaine de Massereau;Camping du Domaine de Massereau;TESLA Recharge à Destination;;Camping du Domaine de Massereau;1990 Route d'Aubais, Sommieres,  30250 France;30088;4.097087;43.765703;3;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Camping du Domaine de Massereau;Camping du Domaine de Massereau;TESLA Recharge à Destination;;Camping du Domaine de Massereau;1990 Route d'Aubais, Sommieres,  30250 France;30088;4.097087;43.765703;3;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Camping du Domaine de Massereau;Camping du Domaine de Massereau;TESLA Recharge à Destination;;Camping du Domaine de Massereau;1990 Route d'Aubais, Sommieres,  30250 France;30088;4.097087;43.765703;3;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Camping Ecolodge de l'Etoile d'Argens;Camping Ecolodge de l'Etoile d'Argens;TESLA Recharge à Destination;;Camping Ecolodge de l'Etoile d'Argens;121 chemin des Etangs, Fréjus,  83370 France;83061;6.70528;43.415948;6;;14;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Camping Ecolodge de l'Etoile d'Argens;Camping Ecolodge de l'Etoile d'Argens;TESLA Recharge à Destination;;Camping Ecolodge de l'Etoile d'Argens;121 chemin des Etangs, Fréjus,  83370 France;83061;6.70528;43.415948;6;;14;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Camping Ecolodge de l'Etoile d'Argens;Camping Ecolodge de l'Etoile d'Argens;TESLA Recharge à Destination;;Camping Ecolodge de l'Etoile d'Argens;121 chemin des Etangs, Fréjus,  83370 France;83061;6.70528;43.415948;6;;14;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Camping Ecolodge de l'Etoile d'Argens;Camping Ecolodge de l'Etoile d'Argens;TESLA Recharge à Destination;;Camping Ecolodge de l'Etoile d'Argens;121 chemin des Etangs, Fréjus,  83370 France;83061;6.70528;43.415948;6;;14;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Camping Ecolodge de l'Etoile d'Argens;Camping Ecolodge de l'Etoile d'Argens;TESLA Recharge à Destination;;Camping Ecolodge de l'Etoile d'Argens;121 chemin des Etangs, Fréjus,  83370 France;83061;6.70528;43.415948;6;;14;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Camping Ecolodge de l'Etoile d'Argens;Camping Ecolodge de l'Etoile d'Argens;TESLA Recharge à Destination;;Camping Ecolodge de l'Etoile d'Argens;121 chemin des Etangs, Fréjus,  83370 France;83061;6.70528;43.415948;6;;14;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Camping La Fontaine du Hallate en Morbihan;Camping La Fontaine du Hallate en Morbihan;TESLA Recharge à Destination;;Camping La Fontaine du Hallate en Morbihan;8 Chemin de poul fetan, Plougoumelen,  56400 France;56007;-2.898795;47.643121;2;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Camping La Fontaine du Hallate en Morbihan;Camping La Fontaine du Hallate en Morbihan;TESLA Recharge à Destination;;Camping La Fontaine du Hallate en Morbihan;8 Chemin de poul fetan, Plougoumelen,  56400 France;56007;-2.898795;47.643121;2;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Camping La Roche d'Ully;Camping La Roche d'Ully;TESLA Recharge à Destination;;Camping La Roche d'Ully;5 allée de la Tour de peilz, Ornans,  25290 France;25434;6.160382;47.100648;2;;17;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Camping La Roche d'Ully;Camping La Roche d'Ully;TESLA Recharge à Destination;;Camping La Roche d'Ully;5 allée de la Tour de peilz, Ornans,  25290 France;25434;6.160382;47.100648;2;;17;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Camping Le Brasilia;Camping Le Brasilia;TESLA Recharge à Destination;;Camping Le Brasilia;2 Avenue Anneaux du Roussillon, Canet-en-Roussillon,  66140 France;66037;3.035568;42.708293;2;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Camping Le Brasilia;Camping Le Brasilia;TESLA Recharge à Destination;;Camping Le Brasilia;2 Avenue Anneaux du Roussillon, Canet-en-Roussillon,  66140 France;66037;3.035568;42.708293;2;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Camping Palmira Beach;Camping Palmira Beach;TESLA Recharge à Destination;;Camping Palmira Beach;avenue du port, valras plage,  34350 France;34324;3.245662;43.228917;3;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Camping Palmira Beach;Camping Palmira Beach;TESLA Recharge à Destination;;Camping Palmira Beach;avenue du port, valras plage,  34350 France;34324;3.245662;43.228917;3;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Camping Palmira Beach;Camping Palmira Beach;TESLA Recharge à Destination;;Camping Palmira Beach;avenue du port, valras plage,  34350 France;34324;3.245662;43.228917;3;;22;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Camping Sunêlia Berrua;Camping Sunêlia Berrua;TESLA Recharge à Destination;;Camping Sunêlia Berrua;570 Rue Berrua, Bidart,  64210 France;64035;-1.582064;43.438279;2;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Camping Sunêlia Berrua;Camping Sunêlia Berrua;TESLA Recharge à Destination;;Camping Sunêlia Berrua;570 Rue Berrua, Bidart,  64210 France;64035;-1.582064;43.438279;2;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Camping Sunêlia Le Fief *****;Camping Sunêlia Le Fief *****;TESLA Recharge à Destination;;Camping Sunêlia Le Fief *****;57 Chemin du Fief, Saint-Brevin-les-Pins,  44250 France;44154;-2.167518;47.234849;2;;11;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
Camping Sunêlia Le Fief *****;Camping Sunêlia Le Fief *****;TESLA Recharge à Destination;;Camping Sunêlia Le Fief *****;57 Chemin du Fief, Saint-Brevin-les-Pins,  44250 France;44154;-2.167518;47.234849;2;;11;T2;se renseigner auprès de l'établissement;selon plages horaires;Réservé à la clientèle de l’établissement;20181130
Casino d'Évian - Evian Resort;Casino d'Évian - Evian Resort;TESLA Recharge à Destination;;Casino d'Évian - Evian Resort;Quai Baron de Blonay, Évian-les-Bains,  74500 France;74175;6.589648;46.401781;2;;22;T2;gratuit Tesla;selon plages horaires;Réservé à la clientèle de l’établissement - compatible uniquement avec les véhicules Tesla (hors Roadster) ;20181130
